step,train_loss,train_mean_token_accuracy,valid_loss,valid_mean_token_accuracy,full_valid_loss,full_valid_mean_token_accuracy
89,0.11883275955915451,0.9411764740943909,0.25438276926676434,0.9166666666666666,,
90,0.294158399105072,0.8904109597206116,0.1725161625788762,0.9487179487179487,,
91,0.44416677951812744,0.8409090638160706,0.26620928446451825,0.9230769230769231,,
92,0.18503980338573456,0.9130434989929199,0.2790644374894507,0.9135802469135802,,
93,0.35149264335632324,0.8823529481887817,0.2546875982573538,0.8787878787878788,,
94,0.3075965344905853,0.9154929518699646,0.13335383565802322,0.9473684210526315,,
95,0.12300366908311844,0.9591836929321289,0.2773946126302083,0.8823529411764706,,
96,0.0764610543847084,1,0.12767910957336426,0.9375,,
97,0.12468620389699936,0.9399999976158142,0.11998748779296875,0.98,,
98,0.1441185027360916,0.925000011920929,0.15571626935686383,0.9142857142857143,,
99,0.23784218728542328,0.9019607901573181,0.16688804626464843,0.95,,
100,0.15879224240779877,0.9433962106704712,0.23212357454521712,0.9302325581395349,0.1701440820479556,0.9393939393939394
101,0.2176104485988617,0.9285714030265808,0.15085567572177985,0.9230769230769231,,
102,0.11572541296482086,0.9722222089767456,0.16060431460116772,0.9148936170212766,,
103,0.09541726857423782,0.9487179517745972,0.15724500020345053,0.9230769230769231,,
104,0.1254795789718628,0.9433962106704712,0.23698370797293528,0.9591836734693877,,
105,0.1387912780046463,0.9473684430122375,0.07043560131176098,1,,
106,0.019593846052885056,1,0.2677278518676758,0.8793103448275862,,
107,0.23446416854858398,0.875,0.17443461750828942,0.9767441860465116,,
108,0.2544585168361664,0.9459459185600281,0.18891692161560059,0.9583333333333334,,
109,0.04187985882163048,0.9729729890823364,0.28093437921433223,0.9523809523809523,,
110,0.2975196838378906,0.8833333253860474,0.2187547018361646,0.9069767441860465,,
111,0.22994081676006317,0.9444444179534912,0.21426220734914145,0.9166666666666666,,
112,0.027210624888539314,1,0.16940723321376702,0.9230769230769231,,
113,0.1692664474248886,0.9473684430122375,0.2614424778864934,0.8974358974358975,,
114,0.029999231919646263,1,0.3351959181420597,0.8888888888888888,,
115,0.2053462564945221,0.930232584476471,0.2839293046431108,0.8636363636363636,,
116,0.046669796109199524,0.982758641242981,0.13447515588057668,0.9473684210526315,,
117,0.06380700320005417,0.9777777791023254,0.2875785453646791,0.8431372549019608,,
118,0.12414999306201935,0.9803921580314636,0.10435005029042561,0.9583333333333334,,
119,0.0598488412797451,0.970588207244873,0.1068368148803711,0.96,,
120,0.03143463283777237,1,0.17217450823102678,0.9142857142857143,,
121,0.2610442638397217,0.9117646813392639,0.15169730186462402,0.975,,
122,0.09056194126605988,0.9508196711540222,0.2740676791168923,0.9302325581395349,,
123,0.047865964472293854,0.982758641242981,0.16953204228327826,0.9230769230769231,,
124,0.028336867690086365,0.9800000190734863,0.17852754795804937,0.9148936170212766,,
125,0.05386214330792427,0.9750000238418579,0.16869398263784555,0.9487179487179487,,
126,0.4444820284843445,0.9047619104385376,0.3027350367331991,0.9387755102040817,,
127,0.10600992292165756,0.9756097793579102,0.06370884663349874,0.972972972972973,,
128,0.008127271197736263,1,0.28974020070043105,0.896551724137931,,
129,0.24691303074359894,0.9038461446762085,0.18768403696459393,0.9767441860465116,,
130,0.2902899384498596,0.8974359035491943,0.1858379046122233,0.9583333333333334,,
131,0.014318379573523998,1,0.28861336481003536,0.9523809523809523,,
132,0.10068771243095398,0.9800000190734863,0.23228090862895168,0.9069767441860465,,
133,0.04320646449923515,1,0.2252852519353231,0.8958333333333334,,
134,0.013339108787477016,1,0.19658646216759315,0.9230769230769231,,
135,0.027354780584573746,0.9833333492279053,0.289764648828751,0.8974358974358975,,
136,0.35549092292785645,0.8529411554336548,0.3760307217821663,0.9012345679012346,,
137,0.28226667642593384,0.9074074029922485,0.3277828043157404,0.8787878787878788,,
138,0.24519413709640503,0.8947368264198303,0.09985702916195519,0.9473684210526315,,
139,0.10514137893915176,0.957446813583374,0.2920206855325138,0.8431372549019608,,
140,0.0508040115237236,1,0.08328795433044434,0.9791666666666666,,
141,0.07879622280597687,0.9661017060279846,0.10652458190917968,0.96,,
142,0.21479658782482147,0.914893627166748,0.10454613821847099,0.9428571428571428,,
143,0.15645664930343628,0.9387755393981934,0.17713394165039062,0.975,,
144,0.36514127254486084,0.9024389982223511,0.2651755310768305,0.9302325581395349,,
145,0.29750165343284607,0.8421052694320679,0.10525786571013622,0.9487179487179487,,
146,0.04786454886198044,0.978723406791687,0.17730055464074967,0.9361702127659575,,
147,0.006780690047889948,1,0.12055724706405248,0.9487179487179487,,
148,0.12324801087379456,0.9523809552192688,0.29444686733946507,0.9387755102040817,,
149,0.21859440207481384,0.9636363387107849,0.04097639547811972,1,,
150,0.2739953398704529,0.9152542352676392,0.2978688272936591,0.9137931034482759,,
151,0.04729940742254257,0.9767441749572754,0.2136233130166697,0.9767441860465116,,
152,0.013149324804544449,1,0.17915499210357666,0.9375,,
153,0.022640271112322807,1,0.2965611049107143,0.9285714285714286,,
154,0.12709791958332062,0.9589040875434875,0.2897618759510129,0.8837209302325582,,
155,0.049283258616924286,0.9848484992980957,0.26690344015757245,0.9166666666666666,,
156,0.14105042815208435,0.9420289993286133,0.2569429935553135,0.9487179487179487,,
157,0.08324988931417465,0.9591836929321289,0.3873296884390024,0.9230769230769231,,
158,0.21332412958145142,0.9552238583564758,0.3343920295621142,0.9135802469135802,,
159,0.17006273567676544,0.9259259104728699,0.3204247734763406,0.8787878787878788,,
160,0.16419675946235657,0.9090909361839294,0.08952406833046361,0.9473684210526315,,
161,0.321971595287323,0.9333333373069763,0.28668811274509803,0.8431372549019608,,
162,0.6033273339271545,0.9019607901573181,0.09433162212371826,0.9583333333333334,,
163,0.026821402832865715,1,0.1092446517944336,0.96,,
164,0.14079004526138306,0.9591836929321289,0.11708929879324777,0.9714285714285714,,
165,0.2581375241279602,0.9473684430122375,0.1979860782623291,0.975,,
166,0.062122151255607605,1,0.24728198384129724,0.9302325581395349,,
167,0.13667449355125427,0.9666666388511658,0.14759709284855768,0.9487179487179487,,
168,0.055298518389463425,0.9767441749572754,0.18438696353993517,0.9361702127659575,,
169,0.13350296020507812,0.9411764740943909,0.14875196799253806,0.9230769230769231,,
170,0.14940594136714935,0.9399999976158142,0.30292845745475927,0.9387755102040817,,
171,0.07801306992769241,0.9726027250289917,0.06622355693095439,0.972972972972973,,
172,0.23142316937446594,0.9130434989929199,0.30318648239661905,0.896551724137931,,
173,0.4745398163795471,0.9019607901573181,0.23193137590275253,0.9767441860465116,,
174,0.2898603081703186,0.9014084339141846,0.2040411631266276,0.9166666666666666,,
175,0.23506711423397064,0.9056603908538818,0.2894040516444615,0.9285714285714286,,
176,0.020370110869407654,1,0.3125800642856332,0.9069767441860465,,
177,0.042224690318107605,1,0.26949580510457355,0.8958333333333334,,
178,0.11942412704229355,0.9772727489471436,0.28653487181052184,0.9487179487179487,,
179,0.04350811615586281,0.9729729890823364,0.41251505338228667,0.8974358974358975,,
180,0.04828251898288727,1,0.34007901321222755,0.9135802469135802,,
181,0.2928456664085388,0.9473684430122375,0.3274711551088275,0.8939393939393939,,
182,0.11471537500619888,0.9649122953414917,0.08851804231342517,0.9473684210526315,,
183,0.19901064038276672,0.9066666960716248,0.2802435557047526,0.8431372549019608,,
184,0.22714591026306152,0.9375,0.10605545838673909,0.9375,,
185,0.007191256619989872,1,0.1390814208984375,0.96,,
186,0.11810880154371262,0.9743589758872986,0.08705368041992187,0.9428571428571428,,
187,0.03090437687933445,0.970588207244873,0.18068699836730956,0.975,,
188,0.05508384853601456,0.9714285731315613,0.22784086715343388,0.9302325581395349,,
189,0.13426104187965393,0.9811320900917053,0.13043085734049478,0.9230769230769231,,
190,0.08692628145217896,0.96875,0.17605473132843666,0.9361702127659575,,
191,0.15222737193107605,0.9558823704719543,0.14561129838992387,0.9230769230769231,,
192,0.36301106214523315,0.925000011920929,0.2864027217942841,0.9387755102040817,,
193,0.02453381009399891,1,0.08327556300807644,0.972972972972973,,
194,0.21790942549705505,0.9090909361839294,0.30906187254807044,0.896551724137931,,
195,0.16185879707336426,0.9672130942344666,0.21892738342285156,0.9767441860465116,,
196,0.10916491597890854,0.9523809552192688,0.21203299363454184,0.9166666666666666,,
197,0.2916252613067627,0.8837209343910217,0.30337315513974145,0.9285714285714286,,
198,0.23405402898788452,0.9180327653884888,0.28690502255461936,0.9069767441860465,,
199,0.22438092529773712,0.9436619877815247,0.23627912998199463,0.8958333333333334,,
200,0.10908568650484085,0.9333333373069763,0.2660531264085036,0.9487179487179487,0.1642014549158419,0.9452590420332356
201,0.008453607559204102,1,0.3783716055063101,0.9230769230769231,,
202,0.018962794914841652,1,0.3209978268470293,0.9135802469135802,,
203,0.02152746357023716,0.9772727489471436,0.3339466326164477,0.8787878787878788,,
204,0.1313738226890564,0.9333333373069763,0.0574228889063785,0.9736842105263158,,
205,0.06929193437099457,0.976190447807312,0.26602644078871784,0.8627450980392157,,
206,0.06113559380173683,0.9772727489471436,0.08231894175211589,0.9375,,
207,0.039576392620801926,1,0.12626522064208984,0.96,,
208,0.1250603199005127,0.9850746393203735,0.09725973946707589,0.9428571428571428,,
209,0.02390301041305065,1,0.18730382919311522,0.975,,
210,0.0035169918555766344,1,0.2447629085806913,0.9302325581395349,,
211,0.008351126685738564,1,0.13042865655361077,0.9230769230769231,,
212,0.1619686484336853,0.96875,0.18181459954444398,0.9361702127659575,,
213,0.00760463485494256,1,0.14618017734625402,0.9487179487179487,,
214,0.007179381791502237,1,0.30847603934151785,0.9591836734693877,,
215,0.03865264728665352,0.976190447807312,0.037661475104254646,1,,
216,0.1691891998052597,0.9444444179534912,0.30172571642645474,0.896551724137931,,
217,0.01319913286715746,1,0.2178253351255905,0.9767441860465116,,
218,0.0930626168847084,0.9772727489471436,0.20100319385528564,0.9375,,
219,0.05975465103983879,1,0.3353002639043899,0.9285714285714286,,
220,0.043279822915792465,0.9848484992980957,0.31269486005916153,0.9069767441860465,,
221,0.13040436804294586,0.9615384340286255,0.20809650421142578,0.9375,,
222,0.021917441859841347,0.982758641242981,0.2623612819573818,0.9487179487179487,,
223,0.1604161113500595,0.9487179517745972,0.3967421115973057,0.9230769230769231,,
224,0.07541146129369736,0.9729729890823364,0.39670673417456354,0.9012345679012346,,
225,0.0027478027623146772,1,0.40475946484190045,0.8787878787878788,,
226,0.0020085927098989487,1,0.06354352047568873,0.9736842105263158,,
227,0.004852696321904659,1,0.3226205040426815,0.8823529411764706,,
228,0.0005055477959103882,1,0.09697441260019939,0.9375,,
229,0.18103569746017456,0.9577465057373047,0.1297892761230469,0.92,,
230,0.00041178998071700335,1,0.08678065708705357,0.9428571428571428,,
231,0.0006518046138808131,1,0.235357666015625,0.975,,
232,0.01897665485739708,1,0.33774619878724566,0.9302325581395349,,
233,0.0005640597082674503,1,0.1851475544464894,0.9230769230769231,,
234,0.15278279781341553,0.970588207244873,0.20990728824696642,0.9361702127659575,,
235,0.07971522212028503,0.9795918464660645,0.23823645176031652,0.9230769230769231,,
236,0.2797698974609375,0.9523809552192688,0.4193327767508371,0.9591836734693877,,
237,0.0030425528530031443,1,0.027953895362647804,1,,
238,0.14361652731895447,0.9577465057373047,0.34801969857051457,0.896551724137931,,
239,0.0004973845207132399,1,0.2550960806913154,0.9767441860465116,,
240,0.11322670429944992,0.936170220375061,0.23976592222849527,0.9583333333333334,,
241,0.0718897357583046,0.9629629850387573,0.38910588764009024,0.9285714285714286,,
242,0.2408042997121811,0.9649122953414917,0.3976478133090707,0.9069767441860465,,
243,0.3356935381889343,0.9019607901573181,0.2868853807449341,0.8958333333333334,,
244,0.07025814056396484,0.9722222089767456,0.3911741696871244,0.9230769230769231,,
245,0.24634771049022675,0.9268292784690857,0.5058202498998398,0.8974358974358975,,
246,0.2294824868440628,0.9166666865348816,0.44177316736291955,0.9135802469135802,,
247,0.03283782675862312,1,0.44848398728804156,0.9090909090909091,,
248,0.15032939612865448,0.9591836929321289,0.17939908880936473,0.9473684210526315,,
249,0.09252486377954483,0.9852941036224365,0.38175661423627066,0.8431372549019608,,
250,0.12794539332389832,0.9491525292396545,0.14807101090749106,0.9166666666666666,,
251,0.10216236114501953,0.9210526347160339,0.13285160064697266,0.94,,
252,0.0001314603432547301,1,0.09309703281947544,0.9428571428571428,,
253,0.007912125438451767,1,0.25939488410949707,0.975,,
254,0.0005965025629848242,1,0.36734501151151433,0.9302325581395349,,
255,0.009662472642958164,1,0.2574596405029297,0.8974358974358975,,
256,0.004171943757683039,1,0.22407235490514876,0.9361702127659575,,
257,0.0747397318482399,0.9756097793579102,0.2640120677458934,0.9230769230769231,,
258,0.13491258025169373,0.9508196711540222,0.4234375077850965,0.9591836734693877,,
259,0.08448893576860428,0.95652174949646,0.018158680683857686,1,,
260,0.0063800811767578125,1,0.35685874675882273,0.896551724137931,,
261,0.0021394623909145594,1,0.27070431376612464,0.9767441860465116,,
262,0.17397253215312958,0.9818181991577148,0.26222232977549237,0.9375,,
263,0.0021642798092216253,1,0.4038159506661551,0.9285714285714286,,
264,0.0008901070104911923,1,0.3999408012212709,0.9069767441860465,,
265,0.004015800077468157,1,0.2491846481959025,0.9166666666666666,,
266,0.002555370330810547,1,0.3174264858930539,0.9487179487179487,,
267,0.17889659106731415,0.9583333134651184,0.449374516805013,0.9230769230769231,,
268,0.032070059329271317,1,0.44919588536392024,0.9135802469135802,,
269,0.03070189245045185,0.9833333492279053,0.4876393982858369,0.9090909090909091,,
270,0.00021761517564300448,1,0.09261693452533923,0.9473684210526315,,
271,0.0007336510461755097,1,0.3476492189893536,0.8627450980392157,,
272,0.23779189586639404,0.9411764740943909,0.13253418604532877,0.9375,,
273,0.04244000092148781,0.9666666388511658,0.15263523101806642,0.94,,
274,0.004203515127301216,1,0.11548069545200892,0.9428571428571428,,
275,0.04129280149936676,1,0.28166885375976564,0.975,,
276,0.1443774551153183,0.9473684430122375,0.3739646645479424,0.9302325581395349,,
277,0.0023097144439816475,1,0.17021619356595552,0.8974358974358975,,
278,0.006898529827594757,1,0.22945408110922955,0.9361702127659575,,
279,0.0004904486704617739,1,0.23441314697265625,0.9487179487179487,,
280,0.027919884771108627,1,0.44894705013353,0.9591836734693877,,
281,0.14680472016334534,0.9672130942344666,0.01591945338893581,1,,
282,0.037105757743120193,0.9743589758872986,0.35754302452350484,0.896551724137931,,
283,0.08719002455472946,0.9649122953414917,0.28335287404614823,0.9767441860465116,,
284,0.046455249190330505,0.9767441749572754,0.2800817092259725,0.9375,,
285,0.2996683716773987,0.9333333373069763,0.4058846973237537,0.9285714285714286,,
286,0.004213690757751465,1,0.4012704893600109,0.9069767441860465,,
287,0.5513256788253784,0.9607843160629272,0.26162370045979816,0.9375,,
288,0.0535116009414196,0.9803921580314636,0.3252730247301933,0.9487179487179487,,
289,0.03760508447885513,0.9736841917037964,0.4601000272310697,0.9230769230769231,,
290,0.22458793222904205,0.9245283007621765,0.46747730396412035,0.9012345679012346,,
291,0.0002917239617090672,1,0.5046501737652402,0.8939393939393939,,
292,0.037570953369140625,0.9714285731315613,0.07181458724172492,0.9473684210526315,,
293,0.20945511758327484,0.9649122953414917,0.3585045010435815,0.8627450980392157,,
294,0.10495496541261673,0.9803921580314636,0.12567933400472006,0.9375,,
295,0.4278668761253357,0.925000011920929,0.15441497802734375,0.94,,
296,0.06663828343153,0.95652174949646,0.10968050275530133,0.9428571428571428,,
297,0.01849089190363884,1,0.28026137351989744,0.975,,
298,0.0524301715195179,0.9811320900917053,0.3813198444455169,0.9302325581395349,,
299,0.037002626806497574,0.9836065769195557,0.16556774041591546,0.8974358974358975,,
300,0.1770911067724228,0.930232584476471,0.23351673369712017,0.9361702127659575,0.18842237366259623,0.9472140762463344
